iter	Passed	Remaining
1660	357585	72980
1661	357758	72757
1662	357949	72536
1663	358158	72320
1664	358353	72101
1665	358535	71879
1666	358710	71656
1667	358927	71441
1668	359168	71231
1669	359406	71020
1670	359699	70820
1671	359904	70603
1672	360115	70387
1673	360318	70169
1674	360525	69952
1675	360760	69741
1676	360988	69528
1677	361210	69314
1678	361450	69104
1679	361741	68903
1680	361994	68694
1681	362248	68487
1682	362454	68269
1683	362666	68053
1684	362887	67839
1685	363079	67619
1686	363275	67400
1687	363461	67180
1688	363683	66966
1689	363925	66755
1690	364131	66538
1691	364326	66319
1692	364510	66098
1693	364689	65876
1694	364884	65657
1695	365088	65440
1696	365285	65221
1697	365495	65005
1698	365717	64791
1699	366002	64588
1700	366211	64372
1701	366406	64153
1702	366623	63938
1703	366829	63721
1704	367013	63500
1705	367238	63287
1706	367482	63076
1707	367721	62865
1708	367981	62658
1709	368270	62455
1710	368519	62245
1711	368784	62038
1712	369013	61825
1713	369222	61608
1714	369456	61396
1715	369638	61175
1716	369826	60955
1717	370036	60739
1718	370272	60527
1719	370470	60309
1720	370648	60087
1721	370836	59867
1722	371021	59647
1723	371220	59429
1724	371404	59209
1725	371596	58990
1726	371798	58773
1727	372028	58560
1728	372316	58356
1729	372540	58142
1730	372773	57929
1731	373006	57716
1732	373213	57500
1733	373398	57280
1734	373579	57059
1735	373765	56839
1736	373998	56627
1737	374245	56416
1738	374545	56214
1739	374804	56005
1740	375035	55792
1741	375281	55581
1742	375539	55372
1743	375772	55159
1744	376001	54945
1745	376207	54728
1746	376425	54513
1747	376621	54295
1748	376810	54076
1749	376993	53856
1750	377186	53637
1751	377379	53418
1752	377554	53197
1753	377726	52976
1754	377923	52758
1755	378105	52538
1756	378332	52324
1757	378661	52125
1758	378909	51914
1759	379135	51700
1760	379381	51488
1761	379589	51272
1762	379809	51057
1763	379987	50837
1764	380184	50619
1765	380359	50398
1766	380569	50182
1767	380841	49974
1768	381082	49762
1769	381328	49551
1770	381541	49335
1771	381790	49124
1772	382036	48912
1773	382286	48701
1774	382526	48489
1775	382740	48273
1776	382997	48063
1777	383180	47843
1778	383366	47624
1779	383547	47404
1780	383735	47185
1781	383935	46968
1782	384118	46749
1783	384289	46528
1784	384467	46308
1785	384668	46091
1786	384855	45872
1787	385148	45666
1788	385368	45451
1789	385605	45238
1790	385811	45022
1791	386049	44809
1792	386281	44595
1793	386458	44376
1794	386662	44159
1795	386848	43940
1796	387044	43722
1797	387336	43516
1798	387599	43305
1799	387836	43092
1800	388068	42879
1801	388309	42666
1802	388580	42457
1803	388816	42243
1804	389024	42027
1805	389256	41813
1806	389512	41602
1807	389706	41384
1808	389904	41167
1809	390064	40945
1810	390242	40726
1811	390436	40508
1812	390623	40290
1813	390815	40072
1814	391003	39854
1815	391211	39638
1816	391504	39430
1817	391752	39218
1818	391962	39002
1819	392207	38789
1820	392428	38574
1821	392656	38360
1822	392863	38144
1823	393050	37925
1824	393208	37704
1825	393393	37486
1826	393662	37276
1827	393866	37059
1828	394064	36842
1829	394295	36628
1830	394556	36417
1831	394788	36203
1832	395015	35988
1833	395258	35775
1834	395518	35564
1835	395811	35355
1836	396046	35141
1837	396224	34922
1838	396416	34705
1839	396587	34485
1840	396782	34268
1841	396959	34049
1842	397160	33832
1843	397353	33615
1844	397521	33396
1845	397824	33187
1846	398062	32974
1847	398296	32760
1848	398523	32545
1849	398740	32330
1850	398948	32114
1851	399172	31899
1852	399342	31680
1853	399530	31462
1854	399727	31245
1855	399986	31033
1856	400189	30816
1857	400380	30599
1858	400556	30381
1859	400765	30165
1860	400991	29950
1861	401262	29739
1862	401489	29524
1863	401727	29310
1864	402004	29099
1865	402273	28887
1866	402488	28672
1867	402714	28457
1868	402894	28239
1869	403077	28021
1870	403267	27804
1871	403458	27586
1872	403652	27369
1873	403839	27152
1874	404048	26936
1875	404354	26727
1876	404560	26510
1877	404774	26295
1878	404983	26079
1879	405178	25862
1880	405416	25648
1881	405630	25432
1882	405809	25214
1883	405984	24996
1884	406170	24779
1885	406398	24564
1886	406587	24347
1887	406757	24129
1888	406944	23912
1889	407159	23697
1890	407392	23482
1891	407616	23267
1892	407859	23053
1893	408102	22839
1894	408434	22630
1895	408724	22419
1896	408982	22206
1897	409197	21990
1898	409408	21774
1899	409594	21557
1900	409785	21340
1901	409952	21122
1902	410150	20906
1903	410338	20689
1904	410615	20476
1905	410838	20261
1906	411077	20047
1907	411312	19832
1908	411527	19617
1909	411745	19401
1910	411970	19186
1911	412166	18969
1912	412360	18753
1913	412556	18537
1914	412819	18323
1915	413003	18106
1916	413208	17890
1917	413398	17673
1918	413589	17457
1919	413770	17240
1920	413995	17025
1921	414220	16810
1922	414467	16595
1923	414730	16382
1924	415036	16170
1925	415269	15955
1926	415509	15740
1927	415741	15525
1928	415958	15310
1929	416154	15093
1930	416338	14876
1931	416515	14659
1932	416719	14443
1933	416997	14230
1934	417200	14014
1935	417414	13798
1936	417616	13582
1937	417826	13366
1938	418029	13150
1939	418266	12936
1940	418453	12719
1941	418628	12502
1942	418818	12286
1943	419110	12073
1944	419326	11857
1945	419521	11641
1946	419708	11425
1947	419887	11208
1948	420092	10992
1949	420263	10775
1950	420483	10560
1951	420707	10345
1952	420926	10129
1953	421182	9915
1954	421498	9702
1955	421766	9487
1956	422034	9273
1957	422216	9056
1958	422442	8841
1959	422665	8625
1960	422847	8409
1961	423043	8193
1962	423230	7977
1963	423510	7762
1964	423730	7547
1965	423960	7331
1966	424165	7116
1967	424376	6900
1968	424596	6684
1969	424829	6469
1970	425005	6253
1971	425205	6037
1972	425409	5821
1973	425628	5606
1974	425817	5390
1975	425981	5173
1976	426167	4957
1977	426355	4742
1978	426533	4526
1979	426730	4310
1980	426938	4094
1981	427142	3879
1982	427365	3663
1983	427678	3449
1984	427924	3233
1985	428202	3018
1986	428448	2803
1987	428690	2587
1988	428916	2372
1989	429109	2156
1990	429306	1940
1991	429500	1724
1992	429756	1509
1993	430010	1293
1994	430238	1078
1995	430454	862
1996	430678	646
1997	430882	431
1998	431092	215
1999	431327	0
