iter	Logloss
147	0.3448758368
148	0.3447145775
149	0.3445876083
150	0.3444175779
151	0.3441727384
152	0.3441076568
153	0.3439691462
154	0.343717279
155	0.3436167233
156	0.3434911657
157	0.34344963
158	0.343286337
159	0.3430216595
160	0.3427392943
161	0.3426459435
162	0.3425406766
163	0.3422315091
164	0.3420326443
165	0.3418198484
166	0.3415483027
167	0.341291179
168	0.3410815704
169	0.3409042727
170	0.3407795913
171	0.3406341623
172	0.3402434731
173	0.3400613567
174	0.3399127219
175	0.3397327125
176	0.339381769
177	0.3392835664
178	0.3388400115
179	0.338221021
180	0.3379720986
181	0.337618852
182	0.3372641935
183	0.3370938914
184	0.3370422603
185	0.3368874147
186	0.3367080194
187	0.3363086358
188	0.3356136551
189	0.3353875492
190	0.3351435218
191	0.3348641347
192	0.3347374158
193	0.334624249
194	0.3344405058
195	0.3341373999
196	0.3339219919
197	0.3335485882
198	0.3332644842
199	0.3330973984
200	0.3328279775
201	0.3327092708
202	0.3324111251
203	0.3321440607
204	0.3319379257
205	0.3317387881
206	0.3315673416
207	0.3313625763
208	0.3311422237
209	0.3310258779
210	0.330840075
211	0.3304419081
212	0.330221779
213	0.3300141564
214	0.3297523171
215	0.3296712524
216	0.3296349992
217	0.3293289313
218	0.3291855097
219	0.3290802182
220	0.3290224422
221	0.3288467189
222	0.3286758937
223	0.328387699
224	0.3281221613
225	0.3279676019
226	0.3276331566
227	0.3273272328
228	0.3270556817
229	0.3268221493
230	0.3264714963
231	0.3263614086
232	0.326261495
233	0.3260162788
234	0.3259329024
235	0.3257866309
236	0.3257249978
237	0.3255720196
238	0.3254821314
239	0.3252106712
240	0.3247454652
241	0.3246349441
242	0.3245022464
243	0.3241646059
244	0.3240139541
245	0.3236034385
246	0.3234896224
247	0.3233807179
248	0.3231826145
249	0.3231331901
250	0.3230929411
251	0.3229602158
252	0.3228080131
253	0.3227198061
254	0.3226130484
255	0.3224344682
256	0.3223884153
257	0.3222081615
258	0.3220666415
259	0.3218495127
260	0.3218231084
261	0.3214886272
262	0.3212127049
263	0.3209101666
264	0.3208249067
265	0.3206885792
266	0.3205054095
267	0.3203474527
268	0.3200367721
269	0.3199658924
270	0.3198367573
271	0.319569806
272	0.3194246805
273	0.3192239577
274	0.3191381979
275	0.319037941
276	0.3188563435
277	0.3186772526
278	0.3184210833
279	0.3181882408
280	0.3178326138
281	0.3177151492
282	0.3175673139
283	0.317152166
284	0.3168748639
285	0.3167393338
286	0.316709375
287	0.3166203543
288	0.3166096962
289	0.3162491959
290	0.3156744354
291	0.315456933
292	0.3149712394
293	0.3148867343
294	0.3145758229
295	0.3141822116
296	0.3140937582
297	0.3140447691
298	0.3138753342
299	0.3135081088
300	0.3131004449
301	0.3129853981
302	0.3125705141
303	0.3124457487
304	0.3123649194
305	0.3123008479
306	0.3121601565
307	0.3119383073
308	0.3115759657
309	0.3113862401
310	0.3111664919
311	0.311074084
312	0.310784699
313	0.3105777098
314	0.3103907345
315	0.3101918348
316	0.3098872324
317	0.3097895165
318	0.3095845689
319	0.3094596006
320	0.3094131249
321	0.3092067146
322	0.3088214325
323	0.3084528242
324	0.3082165325
325	0.3081403193
326	0.3080251387
327	0.3078124981
328	0.3077819968
329	0.3076404776
330	0.3075500488
331	0.3074636798
332	0.3073986636
333	0.3072127589
334	0.3069836621
335	0.306736604
336	0.3063700986
337	0.3062893698
338	0.3059437541
339	0.3058345873
340	0.3057447557
341	0.3052539721
342	0.3051392902
343	0.3051175824
344	0.3049647316
345	0.3048325852
346	0.304668664
347	0.3046036989
348	0.3045221666
349	0.3041681314
350	0.3040171435
351	0.3038101318
352	0.3037044883
353	0.3036782243
354	0.3033253504
355	0.3031074306
356	0.3029271971
357	0.3026813422
358	0.302460096
359	0.302404208
360	0.3021515764
361	0.3021015251
362	0.3020617427
363	0.3018917406
364	0.3017906834
365	0.3014120295
366	0.3012404211
367	0.3010856327
368	0.3010413684
369	0.3008530757
370	0.3007957242
371	0.3004296622
372	0.3001755668
373	0.3000007258
374	0.2998152452
375	0.2995061476
376	0.2991997151
377	0.2990552928
378	0.298500104
379	0.2983650284
380	0.2981659354
381	0.2980247649
382	0.2978763215
383	0.2978248232
384	0.2974804417
385	0.2972899953
386	0.2970914356
387	0.2969108037
388	0.2968322915
389	0.296640668
390	0.2965501609
391	0.2964097177
392	0.2961693534
393	0.2960347056
394	0.2960044259
395	0.2958348897
396	0.2956865968
397	0.2956547071
398	0.2953962322
399	0.2950811144
400	0.2948617699
401	0.2947376501
402	0.2944444067
403	0.2943816615
404	0.2940550343
405	0.2938612613
406	0.2935273896
407	0.2934702562
408	0.2933416219
409	0.2931633497
410	0.2930447252
411	0.2930109908
412	0.2928250313
413	0.2926296036
414	0.292408804
415	0.2921924477
416	0.2919861521
417	0.2918385247
418	0.2915574952
419	0.2914282346
420	0.291295893
421	0.2911262288
422	0.2908934968
423	0.2906170965
424	0.2904119364
425	0.2902321741
426	0.2902135789
427	0.2901322916
428	0.2900073554
429	0.2897816086
430	0.289548414
431	0.289332746
432	0.2891126464
433	0.2888997202
434	0.2887759619
435	0.2884279823
436	0.2883021062
437	0.2881255568
438	0.2879728709
439	0.287449458
440	0.2872386406
441	0.2871865593
442	0.2869251464
443	0.2867778866
444	0.28652689
445	0.2864750709
446	0.2862176323
447	0.2861484583
448	0.2860944463
449	0.2858940807
450	0.2857978392
451	0.2854750313
452	0.2853051539
453	0.2852607825
454	0.2849176963
455	0.2847361862
456	0.2846278531
457	0.2844361044
458	0.2843761945
459	0.2842564561
460	0.2841665879
461	0.2840346763
462	0.2838893812
463	0.2838717484
464	0.2837330427
465	0.2835380981
466	0.2831618346
467	0.2828502622
468	0.2826445739
469	0.2824273849
470	0.2822822183
471	0.2822284351
472	0.2821840371
473	0.2819417355
474	0.2818377433
475	0.2813545253
476	0.2812101189
477	0.2810221154
478	0.2809233561
479	0.2807278453
480	0.2806347998
481	0.2804391211
482	0.2802785184
483	0.2801252394
484	0.2800837553
485	0.2799352962
486	0.2798395673
487	0.2797882402
488	0.2796725652
489	0.279424293
490	0.2793592558
491	0.2792627315
492	0.2790913275
493	0.2790738967
494	0.2789258533
495	0.2788325142
496	0.278783851
497	0.2785334777
498	0.27837708
499	0.278083381
500	0.2779805941
501	0.2777289005
502	0.2775984723
503	0.2774288852
504	0.2772688869
505	0.2771688792
506	0.2771423921
507	0.2771047914
508	0.2770336645
509	0.2769009898
510	0.2766692125
511	0.2764906078
512	0.2763091076
513	0.2761831853
514	0.276002282
515	0.2754844455
516	0.2751359245
517	0.2749630555
518	0.2748107121
519	0.2747806475
520	0.2747259962
521	0.2745443174
522	0.2744077322
523	0.2743360784
524	0.274143392
525	0.2738379853
526	0.2735021088
527	0.2732671274
528	0.2731951426
529	0.2731102585
530	0.2728973154
531	0.272655721
532	0.2725525348
533	0.2722583483
534	0.272233701
535	0.2721806793
536	0.2721531725
537	0.2719129248
538	0.2717553234
539	0.2716337667
540	0.2712781727
541	0.2712353015
542	0.2710394645
543	0.2709923355
544	0.2708526768
545	0.2706792519
546	0.2705227867
547	0.2703875286
548	0.2698292418
549	0.2694252543
550	0.2693761777
551	0.2693053438
552	0.2691190903
553	0.2689726282
554	0.2688798577
555	0.2688155716
556	0.2687199004
557	0.2684880426
558	0.2684116407
559	0.2683832765
560	0.2682786465
561	0.2681092511
562	0.2680586728
563	0.2678838966
564	0.2676320821
565	0.2675945496
566	0.2672193181
567	0.2670444567
568	0.2669603159
569	0.2669036202
570	0.2667734911
571	0.2664474912
572	0.2662860501
573	0.266273406
574	0.2661589926
575	0.2661027823
576	0.2659477574
577	0.2656752061
578	0.2655645779
579	0.2653897258
580	0.2653249431
581	0.2648935566
582	0.2648332904
583	0.2647730933
584	0.2646798822
585	0.2644702338
586	0.2644271147
587	0.264294184
588	0.2641738483
589	0.2640388769
590	0.2637538617
591	0.2636755633
592	0.2634662249
593	0.2633780766
594	0.2633629935
595	0.2633328644
596	0.2633164721
597	0.263142374
598	0.2629079028
599	0.2628237796
600	0.2627392791
601	0.262660686
602	0.2625457431
603	0.2624857082
604	0.2623360184
605	0.2623068938
606	0.2621942739
607	0.2618348321
608	0.2616812079
609	0.2616250724
610	0.2615362974
611	0.2614087313
612	0.2613682326
613	0.2612028562
614	0.261056677
615	0.2609374022
616	0.26074421
617	0.260713324
618	0.2605923359
619	0.2605458851
620	0.2602312163
621	0.2601639199
622	0.2599730184
623	0.259735727
624	0.2596183331
625	0.2595176066
626	0.2593241325
627	0.2591929112
628	0.2590371171
629	0.2589597555
630	0.2588630824
631	0.2586670552
632	0.2585826955
633	0.2582416793
634	0.258104535
635	0.2578443415
636	0.2575580644
637	0.2573432094
638	0.2571941831
639	0.2571092661
640	0.2569910716
641	0.256937409
642	0.2568032969
643	0.2566625287
644	0.256390337
645	0.2561627382
646	0.2561166685
647	0.2560793541
648	0.2560133666
649	0.2558194104
650	0.255762349
651	0.2557110821
652	0.2555885049
653	0.2554056962
654	0.2551383245
655	0.2550771906
656	0.2548695302
657	0.2547372375
658	0.2545857303
659	0.2545581115
660	0.2544813282
661	0.2544530546
662	0.2543298983
663	0.2541998849
664	0.2540608392
665	0.253900598
666	0.253795508
667	0.2537796001
668	0.2535594617
669	0.2534442097
670	0.2532765991
671	0.2531860846
672	0.2531435366
673	0.2529862591
674	0.2528439319
675	0.2528141799
676	0.2527597901
677	0.2527308463
678	0.2526498515
679	0.2524004389
680	0.2523801574
681	0.2523331705
682	0.2521882485
683	0.2521518814
684	0.2520937912
685	0.2519133131
686	0.2518814676
687	0.2516664233
688	0.2516192489
689	0.2514566467
690	0.25120121
691	0.2510002106
692	0.2508827431
693	0.2508707546
694	0.2508404294
695	0.2507280881
696	0.2506513684
697	0.2505677573
698	0.2505295867
699	0.2505184258
700	0.2505127606
701	0.2503141366
702	0.2502840963
703	0.2502274727
704	0.2500547052
705	0.2499628633
706	0.2497873518
707	0.2497218608
708	0.2495708877
709	0.2493102044
710	0.2492103105
711	0.2491282936
712	0.2491208992
713	0.2488666374
714	0.2487322423
715	0.2485290487
716	0.2483710371
717	0.2483369316
718	0.2482011574
719	0.2480383026
720	0.2479476249
721	0.2477683987
722	0.2476903821
723	0.2476335037
724	0.2475752691
725	0.2472898752
726	0.2469746587
727	0.2468437209
728	0.2468074576
729	0.2466435641
730	0.2465934104
731	0.2465224119
732	0.2464082274
733	0.2462595618
734	0.2460994504
735	0.2460713836
736	0.245934308
737	0.2458056566
738	0.245682523
739	0.2456656509
740	0.2454600786
741	0.245080513
742	0.2449264767
743	0.2449071092
744	0.2448802927
745	0.2447125045
746	0.2446766793
747	0.2445570287
748	0.2442716717
749	0.2442610587
750	0.2441824417
751	0.2441696681
752	0.2440584256
753	0.2440379637
754	0.2439890445
755	0.2439260524
756	0.2438915699
757	0.2438892112
758	0.2437086653
759	0.2436890911
760	0.2436530502
761	0.2434089936
762	0.2431667155
763	0.242954205
764	0.2427979475
765	0.2426608188
766	0.242607792
767	0.2423218112
768	0.2421985365
769	0.2420838384
770	0.2419944743
771	0.2418984317
772	0.241774515
773	0.2416985746
774	0.2415278919
775	0.241511767
776	0.241459545
777	0.2411846949
778	0.2411707257
779	0.2411206017
780	0.2410521236
781	0.2409189192
782	0.2405903738
783	0.2403129107
784	0.2400543038
785	0.2399415848
786	0.2397833051
787	0.2397687259
788	0.2395884384
789	0.2395386665
790	0.2394159927
791	0.2393941413
792	0.2393781855
793	0.239308002
794	0.2392206478
795	0.2391038626
796	0.239055728
797	0.2386205106
798	0.2385352337
799	0.2384808445
800	0.2383546753
801	0.238339722
802	0.2381965263
803	0.237992747
804	0.2379804829
805	0.2378994649
806	0.2378744223
807	0.2376370731
808	0.2375471368
809	0.2375108814
810	0.2374486273
811	0.2372924423
812	0.2371519353
813	0.2371110391
814	0.2369170805
815	0.2367468625
816	0.2365320059
817	0.2364977002
818	0.236332481
819	0.236145311
820	0.2358455659
821	0.23580345
822	0.2357256891
823	0.2355776245
824	0.2355177304
825	0.235496078
826	0.2354334683
827	0.2352918345
828	0.2352716394
829	0.2352144714
830	0.2351378275
831	0.2350117441
832	0.2348843024
833	0.2345467578
834	0.2344863845
835	0.2343501145
836	0.2343212485
837	0.2343092449
838	0.2339991491
839	0.2338397835
840	0.2337810012
841	0.2337205426
842	0.2336891158
843	0.2334437253
844	0.2333124876
845	0.2332011605
846	0.2331677059
847	0.2330792604
848	0.2330645423
849	0.232990757
850	0.2329812714
851	0.2328191723
852	0.2325863238
853	0.2324063914
854	0.2322974399
855	0.2322491525
856	0.2320996002
857	0.2319846609
858	0.2317474749
859	0.2316725216
860	0.2313232215
861	0.2312977435
862	0.2310965259
863	0.2310078985
864	0.230729351
865	0.2306870118
866	0.2303731902
867	0.2302998083
868	0.2301693008
869	0.2299315701
870	0.2298750967
871	0.2296846123
872	0.2295702598
873	0.2294436151
874	0.2291192411
875	0.2290471331
876	0.2290428649
877	0.2289321079
878	0.2287128209
879	0.2285393426
880	0.2284860522
881	0.2283400486
882	0.2282278169
883	0.2281690273
884	0.2281313825
885	0.227958095
886	0.2278547696
887	0.2277140191
888	0.22760913
889	0.2275593308
890	0.2275396069
891	0.2274768223
892	0.2274492899
893	0.2273021213
894	0.2271638874
895	0.2269408236
896	0.2268876364
897	0.2268260983
898	0.2268126804
899	0.2267334311
900	0.2265862708
901	0.2264732313
902	0.2263986927
903	0.2261969508
904	0.2259441468
905	0.2258710485
906	0.225763919
907	0.2255778117
908	0.2255116177
909	0.2255057817
910	0.2254044299
911	0.225098364
912	0.2250842897
913	0.2249628964
914	0.2249543876
915	0.2249199899
916	0.2246364575
917	0.2246311668
918	0.2244885501
919	0.2241301953
920	0.223880082
921	0.2235607037
922	0.2235560322
923	0.2234417612
924	0.2233458637
925	0.2232640166
926	0.2232508623
927	0.2232007038
928	0.2229407584
929	0.2228193108
930	0.2226081703
931	0.2224185125
932	0.222310162
933	0.2222769146
934	0.2222185536
935	0.2222130557
936	0.2222046963
937	0.2221521871
938	0.2221087405
939	0.2220855839
940	0.2220127902
941	0.2218917553
942	0.2218270114
943	0.2216664284
944	0.2214367789
945	0.2213454568
946	0.2213352578
947	0.2212706336
948	0.2211902597
949	0.221148168
950	0.2210991306
951	0.2208306771
952	0.220704028
953	0.220449824
954	0.2203782951
955	0.2202249116
956	0.2201424563
957	0.2198774463
958	0.2198529716
959	0.2198053382
960	0.2196380466
961	0.2195986585
962	0.2195259672
963	0.2195206473
964	0.2194151408
965	0.219304973
966	0.2192738742
967	0.2192004495
968	0.2191668626
969	0.2191612708
970	0.2191144664
971	0.2191094201
972	0.219066576
973	0.2190585047
974	0.219049498
975	0.2190476069
976	0.2190442887
977	0.2188244841
978	0.2187495167
979	0.2186524389
980	0.2183919763
981	0.2183424132
982	0.2182987119
983	0.2182487054
984	0.218167138
985	0.218111368
986	0.2180204306
987	0.2178876904
988	0.2177564956
989	0.2177004647
990	0.2176616542
991	0.2176474232
992	0.2176183019
993	0.2174947138
994	0.2174493289
995	0.217440886
996	0.2173916876
997	0.2173770955
998	0.2173326601
999	0.2173136414
1000	0.2173086441
1001	0.217080453
1002	0.2169067444
1003	0.2168923684
1004	0.2168531619
1005	0.2168342598
1006	0.2167697873
1007	0.2167487123
1008	0.2165441097
1009	0.2165177958
1010	0.2163475577
1011	0.2163303537
1012	0.2161656092
1013	0.2161364303
1014	0.2160662152
1015	0.215980353
1016	0.2158983313
1017	0.2158240916
1018	0.2158191934
1019	0.2158009267
1020	0.2157474531
1021	0.2156196719
1022	0.2155977188
1023	0.215447519
1024	0.2154419777
1025	0.2153545728
1026	0.2152195637
1027	0.2151536407
1028	0.2151483623
1029	0.2150861535
1030	0.2149985323
1031	0.214996384
1032	0.2148895466
1033	0.2148815612
1034	0.2147305633
1035	0.2146545134
1036	0.2146055002
1037	0.2145479644
1038	0.2143651607
1039	0.2141939512
1040	0.2141596964
1041	0.2141515403
1042	0.2138329025
1043	0.2137605178
1044	0.213638148
1045	0.2136347467
1046	0.2136284043
1047	0.2134987656
1048	0.213459775
1049	0.2134382897
1050	0.2132855756
1051	0.213252484
1052	0.2131568313
1053	0.2130814161
1054	0.2130464371
1055	0.2129478783
1056	0.2128146221
1057	0.212592413
1058	0.2123778358
1059	0.2123644531
1060	0.2123259185
1061	0.2121797922
1062	0.2120283475
1063	0.2119430144
1064	0.2118462157
1065	0.2117657537
1066	0.2115859154
1067	0.2115623593
1068	0.2114979901
1069	0.2113503755
1070	0.2113439565
1071	0.2110659277
1072	0.2110513817
1073	0.210843465
1074	0.210662533
1075	0.2105647393
1076	0.2104950261
1077	0.2104799702
1078	0.2104498421
1079	0.2104064958
1080	0.2102284055
1081	0.2101882328
1082	0.2101746773
1083	0.2101529543
1084	0.2100215633
1085	0.2099650292
1086	0.20993228
1087	0.2098547845
1088	0.2098334063
1089	0.2096121702
1090	0.2095191346
1091	0.2094101745
1092	0.2093373815
1093	0.2092352372
1094	0.2091735064
1095	0.2091090626
1096	0.2088989916
1097	0.2088143407
1098	0.2086789562
1099	0.208620321
1100	0.2085552401
1101	0.2083006593
1102	0.2081413652
1103	0.2079057904
1104	0.2076887265
1105	0.2076654953
1106	0.2072352944
1107	0.2071784324
1108	0.2071275452
1109	0.2070910531
1110	0.2069396344
1111	0.2067501313
1112	0.2066322537
1113	0.2064932176
1114	0.2064859358
1115	0.2063932064
1116	0.2060557641
1117	0.2059204582
1118	0.2058051742
1119	0.2057031191
1120	0.2056914226
1121	0.2056723646
1122	0.2055868749
1123	0.205570998
1124	0.205444076
1125	0.205426848
1126	0.2051602614
1127	0.2051129581
1128	0.205073842
1129	0.2049997449
1130	0.204823688
1131	0.2046335752
1132	0.2043701611
1133	0.2043528465
1134	0.2042220301
1135	0.2040935978
1136	0.203897611
1137	0.2038481937
1138	0.2038163269
1139	0.2035443904
1140	0.2034795924
1141	0.2034299378
1142	0.2032828705
1143	0.2031405278
1144	0.2031340531
1145	0.2030779985
1146	0.2030495356
1147	0.2029724533
1148	0.2027998661
1149	0.2026858585
1150	0.2025756822
1151	0.2025143771
1152	0.2024250633
1153	0.2023492258
1154	0.2021952329
1155	0.2021699009
1156	0.2021411111
1157	0.2021116487
1158	0.202056615
1159	0.2019649646
1160	0.2019168278
1161	0.2018732789
1162	0.2016745994
1163	0.2014892498
1164	0.2013333378
1165	0.2011886649
1166	0.2010351801
1167	0.2008371432
1168	0.2008351254
1169	0.2007206341
1170	0.2006026894
1171	0.2005794737
1172	0.2005317776
1173	0.2003359613
1174	0.200292712
1175	0.2000290813
1176	0.1999918469
1177	0.1997365452
1178	0.1996937244
1179	0.1995262231
1180	0.1993985451
1181	0.1993162109
1182	0.1992476838
1183	0.1991489788
1184	0.1989703799
1185	0.1989595465
1186	0.198843184
1187	0.1988195486
1188	0.1987325724
1189	0.198715808
1190	0.1984651528
1191	0.1984073232
1192	0.1983318731
1193	0.1982577595
1194	0.1982175823
1195	0.1981735726
1196	0.1981561156
1197	0.198120107
1198	0.1981133015
1199	0.1979468758
1200	0.1978484288
1201	0.1977762468
1202	0.1976292809
1203	0.1976130978
1204	0.197545835
1205	0.1975327537
1206	0.1974672698
1207	0.1973358335
1208	0.197145997
1209	0.1970950001
1210	0.1970562709
1211	0.1968666915
1212	0.1968254323
1213	0.1966671483
1214	0.1964351739
1215	0.1963199448
1216	0.1962569211
1217	0.1961950777
1218	0.1961656373
1219	0.1959754156
1220	0.1959513405
1221	0.1958279766
1222	0.1957888652
1223	0.1957409503
1224	0.1957021559
1225	0.1956082772
1226	0.1955824979
1227	0.1955103953
1228	0.1954785405
1229	0.1953719626
1230	0.1953204217
1231	0.1952328932
1232	0.195046451
1233	0.1948677006
1234	0.1948433885
1235	0.1946920079
1236	0.194608827
1237	0.1944231901
1238	0.1942176382
1239	0.194171109
1240	0.1940476942
1241	0.19388585
1242	0.1937149787
1243	0.1936978498
1244	0.1935631818
1245	0.193495206
1246	0.1933427102
1247	0.1933355437
1248	0.1931654852
1249	0.1931419339
1250	0.1930256318
1251	0.1930172077
1252	0.192873176
1253	0.1928387203
1254	0.1927472815
1255	0.1925628918
1256	0.1924328017
1257	0.1923663717
1258	0.1923087954
1259	0.1922711773
1260	0.1922387754
1261	0.1921896722
1262	0.1921096707
1263	0.1920707456
1264	0.1919776209
1265	0.1919670891
1266	0.1919655098
1267	0.1918273148
1268	0.1917979919
1269	0.1917800241
1270	0.1916674757
1271	0.1916463606
1272	0.1915771613
1273	0.1915024743
1274	0.1914505573
1275	0.1914282741
1276	0.1913116705
1277	0.1912278978
1278	0.1911352119
1279	0.1911134028
1280	0.1910695662
1281	0.1909555644
1282	0.190931509
1283	0.1907136105
1284	0.1906225841
1285	0.190553749
1286	0.1905436297
1287	0.1904402358
1288	0.1903781406
1289	0.1902339825
1290	0.1901464897
1291	0.1901297359
1292	0.190044282
1293	0.1899801928
1294	0.1899430619
1295	0.1898980406
1296	0.1898422775
1297	0.1897379543
1298	0.1896295982
1299	0.1895358233
1300	0.1894506299
1301	0.1894410107
1302	0.1891739979
1303	0.1891096511
1304	0.1889637159
1305	0.1889112064
1306	0.1887464182
1307	0.1886479037
1308	0.1885630743
1309	0.188524324
1310	0.1883822384
1311	0.1883454969
1312	0.1882866743
1313	0.1880678965
1314	0.1880582396
1315	0.1879667571
1316	0.1879148471
1317	0.1879010203
1318	0.1877037342
1319	0.1875547675
1320	0.1874832083
1321	0.1874625415
1322	0.1873900462
1323	0.1873480623
1324	0.1873119887
1325	0.1872755672
1326	0.1872214968
1327	0.1871730714
1328	0.1871087481
1329	0.1869711463
1330	0.1868172003
1331	0.1867927151
1332	0.1867851235
1333	0.1865480437
1334	0.1865332021
1335	0.1864117978
1336	0.1863543912
1337	0.1860816043
1338	0.1860524304
1339	0.1860458544
1340	0.1859904868
1341	0.1858850368
1342	0.1858007804
1343	0.1856608463
1344	0.1856536988
1345	0.1855050448
1346	0.1854908718
1347	0.1853662465
1348	0.1850445563
1349	0.1849999226
1350	0.1849941995
1351	0.1848884588
1352	0.1847369275
1353	0.184625918
1354	0.1843949312
1355	0.1842988372
1356	0.1842330677
1357	0.1841474121
1358	0.1839625822
1359	0.1837161632
1360	0.1835549979
1361	0.1835098012
1362	0.1834543169
1363	0.1834352736
1364	0.1832618281
1365	0.1831536483
1366	0.1829444021
1367	0.1828403971
1368	0.1827566529
1369	0.1826864633
1370	0.1826247265
1371	0.1826087661
1372	0.182600222
1373	0.1825464305
1374	0.1823972691
1375	0.1822733498
1376	0.1821561338
1377	0.182109118
1378	0.1821051607
1379	0.1820810752
1380	0.1820135375
1381	0.1817360997
1382	0.1817063071
1383	0.1816196523
1384	0.1814598469
1385	0.1814498217
1386	0.1813419266
1387	0.1813166654
1388	0.1811223899
1389	0.1810658005
1390	0.1810068089
1391	0.1808759216
1392	0.1808223208
1393	0.1807412906
1394	0.1806888675
1395	0.1804232046
1396	0.1802912255
1397	0.180219113
1398	0.1801364069
1399	0.1800400374
1400	0.1797654041
1401	0.1797605859
1402	0.1797328255
1403	0.1797119812
1404	0.1796409558
1405	0.1794824515
1406	0.1793706781
1407	0.1793279485
1408	0.1792687975
1409	0.1792628865
1410	0.1792579254
1411	0.1792223403
1412	0.1791974545
1413	0.1791157728
1414	0.1791049126
1415	0.1790520773
1416	0.1789420917
1417	0.178787517
1418	0.178719912
1419	0.1786635258
1420	0.1785419589
1421	0.1783732108
1422	0.1782768409
1423	0.1782571394
1424	0.1781564349
1425	0.1780857413
1426	0.1779081993
1427	0.1779011504
1428	0.1778847869
1429	0.1778685477
1430	0.1777916723
1431	0.1777801087
1432	0.1777251009
1433	0.177601391
1434	0.1775849009
1435	0.1775167441
1436	0.1774736019
1437	0.1773159998
1438	0.1770488056
1439	0.1769715716
1440	0.1769035406
1441	0.1768695238
1442	0.1767558822
1443	0.1767229662
1444	0.1766722486
1445	0.1766294135
1446	0.1765157579
1447	0.1764295496
1448	0.1763882962
1449	0.1763617281
1450	0.1763242599
1451	0.1762399491
1452	0.1761755039
1453	0.1760689335
1454	0.1759117298
1455	0.175829782
1456	0.1757569981
1457	0.1757487871
1458	0.1757425017
1459	0.1757015943
1460	0.175657504
1461	0.1755820264
1462	0.1755654101
1463	0.1755086808
1464	0.175304683
1465	0.1750866971
1466	0.1749969283
1467	0.1749834328
1468	0.1748996996
1469	0.1748979729
1470	0.174850782
1471	0.1748374938
1472	0.1747317393
1473	0.1746268887
1474	0.1745677233
1475	0.1744860872
1476	0.1743404014
1477	0.1742656594
1478	0.1742520902
1479	0.1741239021
1480	0.1740856359
1481	0.1740069275
1482	0.1738408878
1483	0.1738094601
1484	0.1737635114
1485	0.1736003734
1486	0.1734893457
1487	0.1734523967
1488	0.17341612
1489	0.1733355626
1490	0.1731774775
1491	0.1730670033
1492	0.1730619798
1493	0.1730210804
1494	0.1728666172
1495	0.1728588442
1496	0.1727311974
1497	0.1726145498
1498	0.1725441328
1499	0.1724372281
1500	0.1723977344
1501	0.1723336226
1502	0.1722482768
1503	0.1722384004
1504	0.1721296906
1505	0.1720205562
1506	0.1719680431
1507	0.1718907113
1508	0.1717707806
1509	0.1716615899
1510	0.1716551239
1511	0.1716541597
1512	0.1716308063
