iter	Logloss
1513	0.1716079526
1514	0.1715952648
1515	0.1715484171
1516	0.1715313866
1517	0.1714529642
1518	0.171450473
1519	0.1714364188
1520	0.1713922939
1521	0.1713834991
1522	0.1710990486
1523	0.1710934846
1524	0.1709900287
1525	0.1709451248
1526	0.1708898521
1527	0.1708204404
1528	0.1708128208
1529	0.1708104942
1530	0.1708065366
1531	0.170805311
1532	0.1704565181
1533	0.1704154329
1534	0.1703706623
1535	0.1702702217
1536	0.1702447602
1537	0.1702436135
1538	0.1701182068
1539	0.1701080309
1540	0.1700483161
1541	0.169997428
1542	0.1699211263
1543	0.1698146384
1544	0.1697851114
1545	0.1697759949
1546	0.1697490908
1547	0.1697104163
1548	0.1697051634
1549	0.1696391053
1550	0.1695020879
1551	0.1694395064
1552	0.1694192072
1553	0.1693953595
1554	0.169340379
1555	0.1692569782
1556	0.1692072869
1557	0.169175866
1558	0.1690830655
1559	0.169059893
1560	0.1689713022
1561	0.168919216
1562	0.1687458794
1563	0.1687326675
1564	0.1684641956
1565	0.1684092196
1566	0.1683782955
1567	0.1683708829
1568	0.1682715669
1569	0.1681470267
1570	0.1681295416
1571	0.1680648115
1572	0.1680525004
1573	0.1680167942
1574	0.1679696609
1575	0.167880283
1576	0.1678786538
1577	0.1678461734
1578	0.1677255286
1579	0.1676989949
1580	0.1675569879
1581	0.1674928792
1582	0.1673746716
1583	0.1671481478
1584	0.167103448
1585	0.1670314518
1586	0.1669398874
1587	0.1668024767
1588	0.1665939109
1589	0.1665840461
1590	0.1665755648
1591	0.1664857512
1592	0.1663447446
1593	0.166115275
1594	0.1660760085
1595	0.1659821377
1596	0.1659767551
1597	0.1659005412
1598	0.1658790401
1599	0.1658524374
1600	0.1656999085
1601	0.1655838013
1602	0.1653680175
1603	0.1653255495
1604	0.1652471129
1605	0.1651494924
1606	0.165047621
1607	0.1650114472
1608	0.1649675461
1609	0.1649577369
1610	0.1647671646
1611	0.1647571996
1612	0.1646934353
1613	0.1644990033
1614	0.1644588927
1615	0.1643751548
1616	0.1641939841
1617	0.1641249567
1618	0.1639710218
1619	0.1638760012
1620	0.1638590489
1621	0.1638075632
1622	0.1637904543
1623	0.1637215391
1624	0.1637106274
1625	0.1636313248
1626	0.1635818636
1627	0.1633305489
1628	0.1632386147
1629	0.1631525016
1630	0.1630712104
1631	0.1629911328
1632	0.1629300822
1633	0.1629000825
1634	0.1628023828
1635	0.1627928092
1636	0.1627161938
1637	0.1627009993
1638	0.1626379622
1639	0.1626320519
1640	0.1626227088
1641	0.1625963252
1642	0.1625204924
1643	0.1624785924
1644	0.1624517121
1645	0.1623731695
1646	0.1622765729
1647	0.1621964241
1648	0.1621553596
1649	0.1621440152
1650	0.1620840129
1651	0.1620570661
1652	0.1620525106
1653	0.1620031704
1654	0.1619091173
1655	0.1617621725
1656	0.1616995472
1657	0.1616795632
1658	0.1616691079
1659	0.1616349841
1660	0.1615806898
1661	0.1615353467
1662	0.1615075559
1663	0.1614422029
1664	0.1613115511
1665	0.1612804205
1666	0.1610121342
1667	0.1609515498
1668	0.1609295501
1669	0.1608904328
1670	0.1608813638
1671	0.1607323279
1672	0.1606874085
1673	0.16067255
1674	0.1605760083
1675	0.1605464548
1676	0.1605260328
1677	0.1605047363
1678	0.1604992305
1679	0.1604897194
1680	0.160475993
1681	0.1604707557
1682	0.1604661314
1683	0.160465203
1684	0.1604464481
1685	0.1604225167
1686	0.1604015233
1687	0.1603550789
1688	0.1602959601
1689	0.1601542194
1690	0.1600971132
1691	0.1599968395
1692	0.1598834323
1693	0.1598095651
1694	0.1597356401
1695	0.1596320449
1696	0.1595778404
1697	0.1595534153
1698	0.1594864507
1699	0.1594773006
1700	0.1593851044
1701	0.1593148439
1702	0.1593076661
1703	0.1593012462
1704	0.1592662782
1705	0.1591810766
1706	0.1589503018
1707	0.1587854612
1708	0.1587787107
1709	0.1587744503
1710	0.1586609
1711	0.158654275
1712	0.158652009
1713	0.1585622479
1714	0.1585378974
1715	0.1585330131
1716	0.1584262196
1717	0.1583616203
1718	0.158305445
1719	0.1581271011
1720	0.1580075144
1721	0.1579637461
1722	0.1579511593
1723	0.1578793237
1724	0.1578683866
1725	0.1578653681
1726	0.1577565141
1727	0.1576045051
1728	0.1575623164
1729	0.1575383865
1730	0.1574761119
1731	0.157369857
1732	0.1573142224
1733	0.1570962999
1734	0.1570890977
1735	0.1570550143
1736	0.1570286692
1737	0.1570123775
1738	0.1570073375
1739	0.1568876279
1740	0.1568751658
1741	0.15687432
1742	0.1568736907
1743	0.15685239
1744	0.1568041112
1745	0.1566425958
1746	0.1566407099
1747	0.1566203356
1748	0.1565211453
1749	0.1564319457
1750	0.1563912414
1751	0.1563853662
1752	0.1563477954
1753	0.1562342646
1754	0.1561044483
1755	0.1558948347
1756	0.1558265813
1757	0.1558136556
1758	0.1557640512
1759	0.1557374097
1760	0.155650748
1761	0.1556399436
1762	0.155635841
1763	0.155595702
1764	0.1555495744
1765	0.1554323483
1766	0.1553389832
1767	0.1552124419
1768	0.1549962706
1769	0.1548430207
1770	0.1548238482
1771	0.1547081812
1772	0.1545759244
1773	0.1545326732
1774	0.1543783898
1775	0.1543170076
1776	0.154296031
1777	0.1542301907
1778	0.154164289
1779	0.1539833495
1780	0.1539559516
1781	0.1537802937
1782	0.1537211731
1783	0.1536567753
1784	0.1535825905
1785	0.1534449055
1786	0.1533698692
1787	0.1533363912
1788	0.1532961204
1789	0.1532548918
1790	0.1531683238
1791	0.1531347687
1792	0.1530968917
1793	0.1530541751
1794	0.1528476891
1795	0.1528006395
1796	0.152786937
1797	0.1527343074
1798	0.1526647823
1799	0.1526126345
1800	0.1525309521
1801	0.1525055441
1802	0.1524143874
1803	0.1524074466
1804	0.1523186963
1805	0.1522276858
1806	0.1521893042
1807	0.1521543072
1808	0.1520577229
1809	0.152010454
1810	0.1517482874
1811	0.151738705
1812	0.1517326908
1813	0.1517217005
1814	0.1517032041
1815	0.1516780734
1816	0.1515468985
1817	0.1515283132
1818	0.1515162134
1819	0.1515129483
1820	0.1514989141
1821	0.1514881028
1822	0.1513711863
1823	0.1513597377
1824	0.1513136434
1825	0.151254068
1826	0.1511956867
1827	0.1511206205
1828	0.1509786162
1829	0.1509426499
1830	0.1508163802
1831	0.1506397255
1832	0.1506208312
1833	0.1505591975
1834	0.1505491679
1835	0.1505330902
1836	0.1505173756
1837	0.1504706081
1838	0.1504678834
1839	0.1503922239
1840	0.1503861733
1841	0.1503536171
1842	0.1503388167
1843	0.1502200998
1844	0.1501995664
1845	0.1501838418
1846	0.1501790779
1847	0.1499746897
1848	0.1498661827
1849	0.149784523
1850	0.1497197378
1851	0.1496004831
1852	0.1495434734
1853	0.1495147693
1854	0.1495097891
1855	0.1494745727
1856	0.1493327065
1857	0.1492709776
1858	0.1491810203
1859	0.1491590938
1860	0.149125394
1861	0.1491180932
1862	0.1490471468
1863	0.1490409632
1864	0.1489991748
1865	0.1489485513
1866	0.1489366959
1867	0.1488411465
1868	0.1487817918
1869	0.1487599985
1870	0.1487586167
1871	0.1487050844
1872	0.1485362512
1873	0.1485269403
1874	0.1484754554
1875	0.1484530656
1876	0.1484259537
1877	0.1483947575
1878	0.1483726443
1879	0.1482952819
1880	0.1482671765
1881	0.1481385939
1882	0.1480432301
1883	0.1480357902
1884	0.1479851288
1885	0.1479429382
1886	0.1478826221
1887	0.1478790889
1888	0.1477672404
1889	0.1477379579
1890	0.1476703837
1891	0.1475765956
1892	0.1474915088
1893	0.1474800681
1894	0.1472900837
1895	0.1472809069
1896	0.1472468628
1897	0.1472420346
1898	0.1472238124
1899	0.1471637349
1900	0.1470296231
1901	0.1470164635
1902	0.1470081426
1903	0.1469766447
1904	0.1468807842
1905	0.1468710959
1906	0.1468635254
1907	0.1467584438
1908	0.146658337
1909	0.1466458186
1910	0.1465284918
1911	0.146444841
1912	0.1464356571
1913	0.1463798351
1914	0.1463134565
1915	0.1463056693
1916	0.1462971788
1917	0.1460935659
1918	0.1459485905
1919	0.1459383997
1920	0.1458815912
1921	0.1457532214
1922	0.1456530161
1923	0.1456418016
1924	0.1456155263
1925	0.1455854488
1926	0.1454825012
1927	0.1453377494
1928	0.1452958766
1929	0.1452454937
1930	0.1451356298
1931	0.1450165405
1932	0.1449690442
1933	0.144772766
1934	0.144767703
1935	0.1445365671
1936	0.1444335549
1937	0.1443676614
1938	0.1443110971
1939	0.1441487902
1940	0.1441207126
1941	0.1440847357
1942	0.1440350566
1943	0.1439353258
1944	0.1437320551
1945	0.1435956147
1946	0.1435723092
1947	0.1434630325
1948	0.1433749277
1949	0.1433100689
1950	0.1433016516
1951	0.1431691261
1952	0.1431289292
1953	0.143055684
1954	0.142919229
1955	0.142762088
1956	0.1427411249
1957	0.1427096171
1958	0.1426971156
1959	0.1426354975
1960	0.1426120353
1961	0.1426095705
1962	0.1425577762
1963	0.1425533596
1964	0.1424633175
1965	0.1424369475
1966	0.1424215833
1967	0.1424091864
1968	0.1423641719
1969	0.1423584375
1970	0.1422768376
1971	0.1422046985
1972	0.1421188666
1973	0.1420961826
1974	0.1419917753
1975	0.1418811404
1976	0.1418632862
1977	0.1417362121
1978	0.1417310335
1979	0.1416810051
1980	0.141673511
1981	0.1416719427
1982	0.1416629704
1983	0.1416582986
1984	0.141620064
1985	0.1415900545
1986	0.1415436258
1987	0.1415139999
1988	0.1415107348
1989	0.1415054173
1990	0.1414828611
1991	0.1414795863
1992	0.1414298213
1993	0.1414292197
1994	0.141341275
1995	0.1413079906
1996	0.1412721499
1997	0.1412503597
1998	0.1412216197
1999	0.1411782041
